STNAME,CBSAFP,CBSA,POPESTIMATE2019,area_km2,charging_locations,level2,dcfc,charging_locations_per_100kpeople,charging_locations_per_1000km2,level2_per_100kpeople,level2_per_1000km2,dcfc_per_100kpeople,dcfc_per_1000km2
California,17020,"Chico, CA",219186,4238.488156,17,32,16,7.755969815590412,4.010864103969434,14.59947259405254,7.549861842765993,7.29973629702627,3.7749309213829965
California,17340,"Clearlake, CA",64386,3254.34919,4,10,0,6.212530674370204,1.229124401367636,15.531326685925512,3.072811003419089,0,0
California,18860,"Crescent City, CA",27812,2606.117982,7,12,20,25.16899180209981,2.6859873759928643,43.14684308931396,4.604549787416339,71.91140514885662,7.674249645693899
California,20940,"El Centro, CA",181215,10814.594615,2,0,10,1.1036613966834976,0.1849352723056277,0,0,5.518306983417488,0.9246763615281385
California,21700,"Eureka-Arcata, CA",135558,9241.426488,36,75,18,26.556898154295578,3.895502501345007,55.32687115478245,8.11563021113543,13.278449077147789,1.9477512506725034
California,23420,"Fresno, CA",999101,15432.1393,104,353,77,10.409358012853556,6.739182298594208,35.33176325516639,22.8743399173438,7.706928528747344,4.98958689415148
California,25260,"Hanford-Corcoran, CA",152940,3600.883803,16,36,42,10.461618935530273,4.44335359743348,23.538642604943114,9.997545594225329,27.461749705766966,11.663803193262883
California,31080,"Los Angeles-Long Beach-Anaheim, CA",13214799,12565.229275,2370,7824,1093,17.93443850337792,188.61573856956144,59.20634888203748,622.6706913790078,8.27103007771817,86.98607690148972
California,31460,"Madera, CA",157327,5534.617472,18,48,20,11.441138520406541,3.2522572862647157,30.50970272108411,8.672686096705908,12.712376133785046,3.613619206960795
California,32900,"Merced, CA",277680,5014.50662,15,36,27,5.4019014693172,2.9913212079875566,12.96456352636128,7.179170899170137,9.72342264477096,5.384378174377602
California,33700,"Modesto, CA",550660,3874.667416,30,55,31,5.448007845131297,7.742600016744251,9.988014382740712,14.194766697364459,5.629608106635674,8.00068668396906
California,34900,"Napa, CA",137744,1937.986794,109,249,39,79.13230340341504,56.2439333113433,180.77012428853524,128.4838476561879,28.31339296085492,20.123976138920998
California,37100,"Oxnard-Thousand Oaks-Ventura, CA",846006,4771.987962,147,370,109,17.37576329245892,30.80477175772054,43.73491440959047,77.53582007045307,12.884069380122599,22.841633480214547
California,39780,"Red Bluff, CA",65084,7638.228749,5,5,23,7.682379693933992,0.6546020241478893,7.682379693933992,0.6546020241478893,35.33894659209636,3.0111693110802906
California,39820,"Redding, CA",180080,9778.407493,16,38,10,8.88494002665482,1.6362582569251494,21.101732563305198,3.8861133601972297,5.553087516659263,1.0226614105782184
California,40140,"Riverside-San Bernardino-Ontario, CA",4650631,70646.78892,463,1307,592,9.955638277902503,6.5537302838250495,28.10371323805307,18.50048699991218,12.729455422285708,8.379715611283865
California,40900,"Sacramento-Roseville-Folsom, CA",2363730,13195.734333,336,1045,291,14.21482148976406,25.462773917759808,44.20978707381977,79.19225816684225,12.3110507545278,22.052580982345546
California,41500,"Salinas, CA",434061,8499.616876,94,210,67,21.655942367547418,11.059322010786595,48.380296778563384,24.706995981544523,15.435618496017842,7.882708241730872
California,41740,"San Diego-Chula Vista-Carlsbad, CA",3338330,10904.373558,493,1719,241,14.76786297340287,45.21121707521752,51.49281227440067,157.64316866592074,7.219178451501199,22.10122376293595
California,41860,"San Francisco-Oakland-Berkeley, CA",4731803,6398.229497,1025,4233,767,21.661933094002432,160.2005680603676,89.45850027991445,661.5892727800351,16.209466032292553,119.87691288029457
California,41940,"San Jose-Sunnyvale-Santa Clara, CA",1990660,6940.482016,523,2748,389,26.272693478544806,75.35499678470747,138.0446686023731,395.9379180963214,19.54125767333447,56.047980400097906
California,42020,"San Luis Obispo-Paso Robles, CA",283111,8548.557892,114,299,48,40.26689178449442,13.335582614078644,105.61228634705115,34.97665966324136,16.95448075136607,5.614982153296272
California,42100,"Santa Cruz-Watsonville, CA",273213,1152.794691,46,113,57,16.83668053862737,39.90302901212788,41.35967175793245,98.02265822544457,20.862843276125222,49.44505768894107
California,42200,"Santa Maria-Santa Barbara, CA",446499,7084.063392,96,242,39,21.500608064071812,13.551544458003066,54.19944949484769,34.161184987882734,8.734622026029173,5.505314936063746
California,42220,"Santa Rosa-Petaluma, CA",494336,4080.764059,151,363,88,30.546025375453134,37.00287441685685,73.43183583635421,88.95392988953003,17.80165717244951,21.564589064128494
California,43760,"Sonora, CA",54478,5752.029633,11,30,9,20.191636991078965,1.9123684511101684,55.068100884760824,5.21555032120955,16.520430265428246,1.564665096362865
California,44700,"Stockton, CA",762148,3606.127799,44,74,63,5.773156919653401,12.201453318487895,9.709400273962537,20.520626035638735,8.266111044049188,17.470262706016758
California,45000,"Susanville, CA",30573,11761.615584,2,4,0,6.541719818140189,0.17004466654400055,13.083439636280378,0.3400893330880011,0,0
California,46020,"Truckee-Grass Valley, CA",99755,2480.587338,16,27,33,16.039296275875895,6.450085330557307,27.066312465540577,10.884518995315457,33.081048568994035,13.303300994274446
California,46380,"Ukiah, CA",86749,9081.426663,42,82,21,48.415543695028184,4.624824001620636,94.52558530934074,9.029418288878384,24.207771847514092,2.312412000810318
California,46700,"Vallejo, CA",447643,2128.488719,57,167,77,12.733361182906913,26.77956405931978,37.306514342902716,78.45942452467375,17.20120721199706,36.17590232574777
California,47300,"Visalia, CA",466195,12494.889125,21,51,19,4.504552815881767,1.6806871825683367,10.939628267141432,4.081668871951675,4.075547785797788,1.5206217366094474
California,49700,"Yuba City, CA",175639,3197.460373,5,11,12,2.8467481595773148,1.5637410371746927,6.262845951070093,3.440230281784324,6.832195582985555,3.752978489219263
California,NA,non-CBSA,272889,94339.885871,62,128,86,22.719860456082877,0.6571981662642519,46.905518360945294,1.3567962142229713,31.51464514876012,0.9115974564310589
Colorado,14500,"Boulder, CO",326196,1881.309466,166,386,22,50.8896491679849,88.23641351943317,118.33376252314561,205.17623866566993,6.74441133551607,11.693982514623674
Colorado,14720,"Breckenridge, CO",31011,1575.590637,13,22,12,41.920608816226505,8.250874113311959,70.94256876592178,13.963017730220239,38.69594659959369,7.616191489211039
Colorado,17820,"Colorado Springs, CO",745791,6951.24632,46,89,19,6.1679478567051635,6.61751833878331,11.933638244494771,12.803459394602491,2.547630636465176,2.7333227921061503
Colorado,18780,"Craig, CO",13283,12284.943819,4,4,4,30.113679138748775,0.32560181462234816,30.113679138748775,0.32560181462234816,30.113679138748775,0.32560181462234816
Colorado,19740,"Denver-Aurora-Lakewood, CO",2940510,16819.763424,337,955,127,11.460596971273691,20.035953628166798,32.47735936963316,56.778444257861395,4.318978680569017,7.550641278270573
Colorado,20420,"Durango, CO",56221,4376.255148,9,35,0,16.00825314384305,2.0565528506977264,62.25431778161185,7.997705530491157,0,0
Colorado,20780,"Edwards, CO",55127,4362.757834,46,119,11,83.44368458287228,10.5437894447203,215.8651840296044,27.276324867863387,19.953924574165107,2.5213409541722456
Colorado,22660,"Fort Collins, CO",356899,6723.025059,77,185,24,21.574731226481443,11.453177598515925,51.835393206481385,27.51737474968112,6.724591551111098,3.569821589147821
Colorado,22820,"Fort Morgan, CO",29068,3316.441486,2,0,11,6.8804183294344305,0.603056019062234,0,0,37.842300811889366,3.3168081048422873
Colorado,24060,"Glenwood Springs, CO",77828,10147.900260999999,46,95,24,59.104692398622596,4.5329574411354185,122.06403864932929,9.36154254147532,30.837230816672662,2.3650212736358704
Colorado,24300,"Grand Junction, CO",154210,8621.849401,23,38,13,14.914726671422086,2.667641120863508,24.641722326697362,4.407407069252751,8.430062901238571,1.5077971552706781
Colorado,24540,"Greeley, CO",324492,10320.918528,23,45,3,7.088002169545012,2.2284838251171593,13.867830331718503,4.360077049142268,0.9245220221145668,0.2906718032761512
Colorado,33940,"Montrose, CO",47710,7206.742921,5,11,0,10.479983232026829,0.6937946940538577,23.055963110459025,1.526348326918487,0,0
Colorado,39380,"Pueblo, CO",168424,6179.964847,11,27,5,6.53113570512516,1.7799453997444397,16.030969458034484,4.368956890281806,2.9686980477841636,0.8090660907929271
Colorado,44460,"Steamboat Springs, CO",25638,6117.602807,9,25,0,35.10414228879008,1.471164487779731,97.5115063577502,4.086568021610364,0,0
Colorado,NA,non-CBSA,406328,161533.563413,71,134,39,17.473568151837924,0.43953713704978553,32.97828355417299,0.8295489628826938,9.598157153826465,0.24143589218227657
Connecticut,14860,"Bridgeport-Stamford-Norwalk, CT",943332,1618.659464,107,205,95,11.342772215932461,66.1040832736885,21.73147947912294,126.64801001033779,10.070685612276483,58.690541224302876
Connecticut,25540,"Hartford-East Hartford-Middletown, CT",1204877,3922.8451179999997,131,284,47,10.872479099526341,33.394130040695636,23.570870719583823,72.39643459204244,3.9008131120438017,11.981100090936602
Connecticut,35300,"New Haven-Milford, CT",854757,1565.683007,81,171,65,9.476377496762238,51.73461015918147,20.005685826498055,109.21751033604977,7.604500460364759,41.515427905516
Connecticut,35980,"Norwich-New London, CT",265206,1722.711022,31,60,13,11.689026643439439,17.994892703484428,22.623922535689236,34.828824587389214,4.901849882732669,7.546245327267663
Connecticut,45860,"Torrington, CT",180333,2384.120288,18,38,9,9.981534161800669,7.549954627121566,21.072127674912522,15.938793101701082,4.990767080900334,3.774977313560783
Connecticut,49340,"Worcester, MA-CT",116782,1328.478482,11,18,0,9.419259817437618,8.280149169928368,15.413334246716103,13.549335005337332,0,0
Delaware,20100,"Dover, DE",180786,1517.888728,8,10,20,4.425121414268804,5.2704785617197105,5.531401767836005,6.588098202149638,11.06280353567201,13.176196404299276
Delaware,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",558753,1104.157957,25,67,29,4.474248907835842,22.64168803159746,11.990987073000056,60.67972392468119,5.190128733089576,26.264358116653053
Delaware,41540,"Salisbury, MD-DE",234225,2424.573396,24,42,16,10.246557796990075,9.898648578588958,17.931476144732628,17.32263501253068,6.831038531326716,6.5990990523926385
District of Columbia,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",705749,158.340389,155,443,20,21.962482412302393,978.9037464092627,62.77019166870941,2797.7700623180867,2.833868698361599,126.31016082700164
Florida,15980,"Cape Coral-Fort Myers, FL",770577,2023.96348,28,54,24,3.6336407652966543,13.83424171270126,7.007735761643548,26.680323303066718,3.1145492273971325,11.85792146802965
Florida,18880,"Crestview-Fort Walton Beach-Destin, FL",284809,5097.012211,22,46,5,7.72447499903444,4.316254128746485,16.151174997981105,9.024894996469923,1.7555624997805548,0.9809668474423829
Florida,19660,"Deltona-Daytona Beach-Ormond Beach, FL",668365,4108.724164,37,61,29,5.535897301624113,9.005228514532133,9.126749605380294,14.846457821255678,4.338946533705386,7.058152078957617
Florida,23540,"Gainesville, FL",269043,2267.634813,24,66,14,8.920507130830387,10.58371474207915,24.531394609783565,29.105215540717666,5.20362915965106,6.173833599546171
Florida,26140,"Homosassa Springs, FL",149657,1507.142302,6,12,0,4.009167629980556,3.981044120411133,8.018335259961113,7.962088240822266,0,0
Florida,27260,"Jacksonville, FL",1530304,6776.678022,111,247,40,7.253460750282297,16.379706936001156,16.140583831709254,36.44853705578636,2.6138597298314585,5.902597094054471
Florida,28580,"Key West, FL",74228,2546.034512,29,62,9,39.06881500242496,11.39026194001568,83.52643207414992,24.35159449244732,12.124804655924988,3.534908877935901
Florida,29380,"Lake City, FL",71686,2065.648366,3,1,9,4.184917557124125,1.4523285034273834,1.3949725190413749,0.48410950114246115,12.554752671372373,4.356985510282151
Florida,29460,"Lakeland-Winter Haven, FL",724777,4655.603728,21,34,11,2.897442937620813,4.5106931832923385,4.691098089481317,7.303027058663787,1.5177082054204258,2.362744048391225
Florida,33100,"Miami-Fort Lauderdale-Pompano Beach, FL",6166488,13123.323711000001,453,1300,234,7.346158786005908,34.518694347247894,21.081691880370155,99.06027075369153,3.794704538466628,17.83084873566448
Florida,34940,"Naples-Marco Island, FL",384902,5172.045734,30,63,15,7.794191768294268,5.800412746311574,16.367802713417962,12.180866767254305,3.897095884147134,2.900206373155787
Florida,35840,"North Port-Sarasota-Bradenton, FL",836995,3365.993,65,174,22,7.765876737614921,19.31079476398198,20.788654651461478,51.69351213742869,2.628450588115819,6.535961304732363
Florida,36100,"Ocala, FL",365579,4113.978836,7,15,9,1.9147708156103058,1.7015158023530483,4.103080319164941,3.6461052907565317,2.461848191498965,2.187663174453919
Florida,36380,"Okeechobee, FL",42168,1992.107752,5,5,18,11.857332574464047,2.5099043939667376,11.857332574464047,2.5099043939667376,42.68639726807058,9.035655818280256
Florida,36740,"Orlando-Kissimmee-Sanford, FL",2608147,9037.79513,274,608,90,10.505542824081619,30.317128907966296,23.3115694782541,67.273045168042,3.450725745136298,9.95818102816411
Florida,37260,"Palatka, FL",74521,1885.167063,1,1,1,1.3419036244816898,0.5304569656593877,1.3419036244816898,0.5304569656593877,1.3419036244816898,0.5304569656593877
Florida,37340,"Palm Bay-Melbourne-Titusville, FL",601942,2628.793422,34,63,15,5.648384728096727,12.933690306533336,10.466124643238054,23.965367332694125,2.491934438866203,5.706039841117648
Florida,37460,"Panama City, FL",174705,1964.743641,7,16,1,4.006754242866546,3.5628057798101307,9.158295412266392,8.14355606813744,0.5723934632666495,0.50897225425859
Florida,37860,"Pensacola-Ferry Pass-Brent, FL",502629,4323.60353,10,14,4,1.9895390039174021,2.3128855202872867,2.785354605484363,3.2380397284022013,0.7958156015669609,0.9251542081149147
Florida,38940,"Port St. Lucie, FL",489297,2889.054883,16,22,16,3.2699975679393085,5.538143319515471,4.49624665591655,7.614947064333773,3.2699975679393085,5.538143319515471
Florida,39460,"Punta Gorda, FL",188910,1764.058559,4,2,4,2.1174104070721507,2.267498422652986,1.0587052035360753,1.133749211326493,2.1174104070721507,2.267498422652986
Florida,42680,"Sebastian-Vero Beach, FL",159923,1302.203837,5,6,9,3.1265046303533577,3.839644653112783,3.751805556424029,4.6075735837353395,5.6277083346360435,6.911360375603008
Florida,42700,"Sebring-Avon Park, FL",106221,2635.68546,6,11,5,5.648600559211456,2.2764476607918156,10.355767691887667,4.173487378118328,4.707167132676213,1.8970397173265128
Florida,45220,"Tallahassee, FL",293582,1727.237331,14,31,12,4.768684728627777,8.10542925904373,10.559230470532935,17.947736216453972,4.0874440531095235,6.947510793466055
Florida,45300,"Tampa-St. Petersburg-Clearwater, FL",3194831,6514.447222,212,460,86,6.635718759458638,32.5430528140673,14.3982576856178,70.61228440788187,2.691848176006806,13.20142708495183
Florida,45540,"The Villages, FL",132420,1442.966763,4,9,5,3.0206917384080954,2.7720666217451884,6.796556411418214,6.237149898926674,3.7758646730101195,3.465083277181486
Florida,NA,non-CBSA,611031,42015.717245,10,13,17,1.6365781768846426,0.23800617139744368,2.127551629950035,0.3094080228166768,2.782182900703892,0.40461049137565425
Georgia,10500,"Albany, GA",117948,1772.914475,4,7,0,3.3913249906738563,2.256172001754343,5.934818733679248,3.9483010030701,0,0
Georgia,11140,"Americus, GA",29524,1250.646284,1,1,0,3.387074922097277,0.7995865919831895,3.387074922097277,0.7995865919831895,0,0
Georgia,12020,"Athens-Clarke County, GA",168611,786.2099129999999,16,33,13,9.489297851267118,20.35079911285728,19.57167681823843,41.973523170268145,7.710054504154534,16.535024279196545
Georgia,12060,"Atlanta-Sandy Springs-Alpharetta, GA",5847697,16633.528562,651,1934,234,11.132587752067181,39.13781718493796,33.07284902073414,116.27118039273428,4.00157532101954,14.067971154033
Georgia,12260,"Augusta-Richmond County, GA-SC",380544,2258.157927,14,32,22,3.6789438277833835,6.199743531046666,8.409014463504878,14.170842356678094,5.781197443659603,9.74245412021619
Georgia,15260,"Brunswick, GA",85292,1086.63209,29,92,5,34.000844158889464,26.687965749290544,107.86474698682173,84.66527065292172,5.862214510153355,4.601373405050094
Georgia,15660,"Calhoun, GA",57963,923.182326,1,2,1,1.7252385142245916,1.0832096454151572,3.4504770284491832,2.1664192908303144,1.7252385142245916,1.0832096454151572
Georgia,16340,"Cedartown, GA",42613,803.758612,1,12,0,2.3467017107455472,1.2441546318386447,28.160420528946567,14.929855582063736,0,0
Georgia,16860,"Chattanooga, TN-GA",69761,1156.14528,2,5,0,2.86693137999742,1.7298864032035834,7.1673284499935495,4.324716008008959,0,0
Georgia,17980,"Columbus, GA-AL",241912,2406.205409,14,28,3,5.787228413638017,5.81828963879617,11.574456827276034,11.63657927759234,1.2401203743510036,1.2467763511706078
Georgia,18380,"Cordele, GA",22372,706.236812,2,5,4,8.939746111210441,2.8319112881360256,22.349365278026102,7.079778220340064,17.879492222420883,5.663822576272051
Georgia,18460,"Cornelia, GA",45328,716.98022,4,5,0,8.824567596187787,5.5789544654383905,11.030709495234733,6.973693081797988,0,0
Georgia,19140,"Dalton, GA",104628,752.23067,2,3,0,1.9115341973467903,2.6587589150014317,2.867301296020186,3.9881383725021475,0,0
Georgia,20140,"Dublin, GA",47546,2090.974815,3,7,3,6.30967904765911,1.4347375102172142,14.722584444537922,3.3477208571734995,6.30967904765911,1.4347375102172142
Georgia,23580,"Gainesville, GA",204441,1017.862667,9,31,3,4.4022480813535445,8.842057275296453,15.16329894688443,30.455975059354447,1.4674160271178482,2.9473524250988175
Georgia,25980,"Hinesville, GA",61435,1337.652378,3,5,1,4.883209896638724,2.24273514504977,8.13868316106454,3.737891908416284,1.627736632212908,0.7475783816832567
Georgia,27600,"Jefferson, GA",72977,879.737593,1,4,0,1.3702947504008114,1.1367025894504432,5.481179001603246,4.546810357801773,0,0
Georgia,27700,"Jesup, GA",29927,1662.608486,1,2,0,3.3414642296254216,0.6014645109901117,6.682928459250843,1.2029290219802233,0,0
Georgia,29300,"LaGrange, GA-AL",69922,1072.274471,5,11,5,7.150825205228683,4.662985210621507,15.731815451503104,10.258567463367317,7.150825205228683,4.662985210621507
Georgia,31420,"Macon-Bibb County, GA",209472,2692.115575,16,26,24,7.638252367858234,5.943281242671017,12.41216009776963,9.657832019340404,11.457378551787352,8.914921864006526
Georgia,33300,"Milledgeville, GA",44890,670.027542,2,10,1,4.455335263978615,2.9849519230658728,22.276676319893074,14.924759615329364,2.2276676319893074,1.4924759615329364
Georgia,40660,"Rome, GA",98498,1320.434485,3,5,1,3.04574712176897,2.271979438646666,5.076245202948283,3.786632397744444,1.0152490405896566,0.7573264795488888
Georgia,41220,"St. Marys, GA",54666,1632.512482,3,4,8,5.4878718033146745,1.83765823114852,7.317162404419567,2.450210974864693,14.634324808839134,4.900421949729386
Georgia,42340,"Savannah, GA",329057,2255.009987,31,64,22,9.42086021570731,13.747167497577918,19.449517864686058,28.381249027257635,6.685771765985833,9.756054353119811
Georgia,44340,"Statesboro, GA",79608,1750.705245,2,2,0,2.512310320570797,1.1423967602267622,2.512310320570797,1.1423967602267622,0,0
Georgia,45620,"Thomasville, GA",44451,1410.566922,1,1,0,2.249668173944343,0.7089348150757216,2.249668173944343,0.7089348150757216,0,0
Georgia,45700,"Tifton, GA",40644,675.699704,4,10,8,9.841551028442082,5.919789480920063,24.603877571105205,14.799473702300157,19.683102056884163,11.839578961840125
Georgia,45740,"Toccoa, GA",25925,463.996899,2,8,0,7.714561234329797,4.310373634630692,30.85824493731919,17.24149453852277,0,0
Georgia,46660,"Valdosta, GA",117406,1287.636223,5,19,3,4.258726129840042,3.8830842987243304,16.183159293392162,14.755720335152454,2.5552356779040255,2.329850579234598
Georgia,47080,"Vidalia, GA",26830,942.778662,1,1,0,3.727171077152441,1.0606943499109445,3.727171077152441,1.0606943499109445,0,0
Georgia,47580,"Warner Robins, GA",157863,973.947729,7,29,1,4.434224612480442,7.187244029191632,18.370359108847545,29.775725263793905,0.6334606589257774,1.0267491470273762
Georgia,NA,non-CBSA,1687672,94095.233785,28,62,18,1.6590901549590207,0.29757086383331316,3.6736996288378307,0.6589069127737648,1.0665579567593702,0.19129555532141557
Hawaii,25900,"Hilo, HI",201513,10433.635363,33,50,16,16.376114692352353,3.1628477373308796,24.812294988412656,4.792193541410423,7.93993439629205,1.5335019332513355
Hawaii,27980,"Kahului-Wailuku-Lahaina, HI",167417,3008.348847,57,93,52,34.04672165909078,18.947270711919533,55.54991428588494,30.913968003658184,31.060167127591583,17.285229421400274
Hawaii,28180,"Kapaa, HI",72293,1605.492324,16,29,0,22.132156640338625,9.96579040635762,40.11453391061375,18.062995111523186,0,0
Hawaii,46520,"Urban Honolulu, HI",974563,1555.472299,178,395,19,18.264596542245087,114.43469621055591,40.53098670891466,253.942162939155,1.9495917657452622,12.214939483149227
Hawaii,NA,non-CBSA,86,31.057603,0,0,0,0,0,0,0,0,0
Idaho,14260,"Boise City, ID",711436,4245.145535,43,84,15,6.04411359560101,10.129216924479364,11.807105628615925,19.787307480378292,2.108411719395701,3.5334477643532662
Idaho,15420,"Burley, ID",21039,1960.6104,3,3,12,14.259232853272493,1.5301357169175476,14.259232853272493,1.5301357169175476,57.036931413089974,6.12054286767019
Idaho,17660,"Coeur d'Alene, ID",165697,3205.833848,6,11,6,3.6210673699584177,1.871587950118867,6.638623511590434,3.4312445752179226,3.6210673699584177,1.871587950118867
Idaho,25200,"Hailey, ID",23021,6831.708301,4,6,0,17.37543981582034,0.5855050923960696,26.063159723730507,0.8782576385941042,0,0
Idaho,26820,"Idaho Falls, ID",119062,4832.872006,4,3,13,3.359594161025348,0.8276652050859218,2.519695620769011,0.6207489038144414,10.91868102333238,2.6899119165292458
Idaho,27220,"Jackson, WY-ID",12142,1163.139972,1,2,0,8.235875473562839,0.859741754279596,16.471750947125678,1.719483508559192,0,0
Idaho,34140,"Moscow, ID",40108,2786.483015,1,2,0,2.4932681759250026,0.35887532585588,4.986536351850005,0.71775065171176,0,0
Idaho,34300,"Mountain Home, ID",27511,7964.41737,1,0,3,3.6349096724946386,0.12555846253948894,0,0,10.904729017483916,0.3766753876184668
Idaho,38540,"Pocatello, ID",87808,2881.339307,3,0,12,3.4165451895043732,1.0411824781315142,0,0,13.666180758017493,4.164729912526057
Idaho,39940,"Rexburg, ID",13099,4827.633123,1,4,0,7.6341705473700285,0.20714084407859426,30.536682189480114,0.828563376314377,0,0
Idaho,41760,"Sandpoint, ID",45739,4489.05595,2,4,0,4.372636043638908,0.4455279734261276,8.745272087277815,0.8910559468522552,0,0
Idaho,46300,"Twin Falls, ID",86878,4977.200216,3,2,8,3.4531181657036303,0.6027485071538862,2.3020787771357534,0.40183233810259084,9.208315108543013,1.6073293524103633
Idaho,NA,non-CBSA,433525,163884.458816,4,8,4,0.9226688195605789,0.02440743941737007,1.8453376391211578,0.04881487883474014,0.9226688195605789,0.02440743941737007
Illinois,14010,"Bloomington, IL",171517,3064.600918,37,58,12,21.572205670574927,12.073350165328117,33.81588997009043,18.92579215105489,6.996391028294571,3.9156811347010105
Illinois,16060,"Carbondale-Marion, IL",123347,2599.788856,4,6,0,3.2428838966492903,1.5385864858865292,4.864325844973935,2.307879728829794,0,0
Illinois,16460,"Centralia, IL",37205,1482.865607,1,3,0,2.6878107781212206,0.6743699464600234,8.063432334363661,2.02310983938007,0,0
Illinois,16580,"Champaign-Urbana, IL",226033,3717.41213,19,33,8,8.405852242814102,5.111082477691275,14.599638105940283,8.87714325072695,3.5393062075006747,2.152034727448958
Illinois,16660,"Charleston-Mattoon, IL",50621,1316.447134,3,3,0,5.926394184231841,2.2788609755141147,5.926394184231841,2.2788609755141147,0,0
Illinois,16980,"Chicago-Naperville-Elgin, IL-IN-WI",8456560,12236.858339,473,1176,226,5.593290888966672,38.653712161765014,13.906363816965763,96.10309831339463,2.672481481831856,18.468792703084343
Illinois,19180,"Danville, IL",75758,2326.634941,1,1,0,1.319992608041395,0.42980528761860454,1.319992608041395,0.42980528761860454,0,0
Illinois,19340,"Davenport-Moline-Rock Island, IA-IL",190792,3238.796408,7,12,4,3.668916935720575,2.1612967035253052,6.2895718898067,3.7050800631862373,2.0965239632689,1.235026687728746
Illinois,19500,"Decatur, IL",104009,1503.684109,3,3,0,2.884365776038612,1.9950998896936536,2.884365776038612,1.9950998896936536,0,0
Illinois,19940,"Dixon, IL",34096,1877.189067,1,1,0,2.9328953542937586,0.5327113915052436,2.9328953542937586,0.5327113915052436,0,0
Illinois,20820,"Effingham, IL",34008,1240.007567,3,1,9,8.821453775582217,2.4193400748819784,2.9404845918607387,0.8064466916273261,26.464361326746648,7.258020224645935
Illinois,23660,"Galesburg, IL",49699,1855.427715,2,2,0,4.0242258395541155,1.0779185757716248,4.0242258395541155,1.0779185757716248,0,0
Illinois,28100,"Kankakee, IL",109862,1752.114613,3,4,0,2.7306985126795436,1.7122167566785769,3.640931350239391,2.282955675571436,0,0
Illinois,30660,"Lincoln, IL",28618,1600.757857,1,1,0,3.4943042840170517,0.6247041022644813,3.4943042840170517,0.6247041022644813,0,0
Illinois,31380,"Macomb, IL",29682,1526.339596,2,2,0,6.738090425173506,1.310324389959677,6.738090425173506,1.310324389959677,0,0
Illinois,34500,"Mount Vernon, IL",37684,1479.412106,3,4,10,7.960938329264408,2.0278325341755723,10.614584439019213,2.703776712234096,26.53646109754803,6.75944178058524
Illinois,36837,"Ottawa, IL",108669,2940.070811,2,1,9,1.8404512786535259,0.6802557246298923,0.9202256393267629,0.34012786231494613,8.282030753940866,3.061150760834515
Illinois,37900,"Peoria, IL",345322,5518.934605,15,34,0,4.343771899849995,2.7179158793457017,9.845882972993323,6.160609326516925,0,0
Illinois,38700,"Pontiac, IL",35648,2702.983877,1,2,0,2.8052064631956912,0.3699615112428582,5.6104129263913824,0.7399230224857164,0,0
Illinois,39500,"Quincy, IL-MO",65435,2214.804481,2,6,0,3.0564682509360437,0.9030142467009032,9.16940475280813,2.7090427401027095,0,0
Illinois,40300,"Rochelle, IL",50643,1964.903717,1,2,0,1.974606559642991,0.5089307895079931,3.949213119285982,1.0178615790159862,0,0
Illinois,40420,"Rockford, IL",282572,1329.068433,9,21,12,3.1850289483742196,6.7716603423384445,7.43173421287318,15.800540798789706,4.24670526449896,9.02888045645126
Illinois,41180,"St. Louis, MO-IL",560214,4784.097753,18,28,10,3.213057867172188,3.7624649263725027,4.998090015601181,5.852723218801671,1.785032148428993,2.090258292429168
Illinois,44100,"Springfield, IL",194672,2248.804592,10,22,14,5.136845565874907,4.446806999405131,11.301060244924797,9.78297539869129,7.191583792224871,6.225529799167184
Illinois,NA,non-CBSA,1269155,77257.858585,10,20,8,0.7879258246628662,0.12943667069153728,1.5758516493257324,0.25887334138307455,0.630340659730293,0.10354933655322981
Indiana,11420,"Angola, IN",34594,799.729298,5,9,6,14.453373417355612,6.252115575238061,26.0160721512401,11.253808035428507,17.344048100826733,7.5025386902856726
Indiana,13260,"Bedford, IN",45370,1163.367162,1,3,0,2.2040996253030634,0.8595738582485449,6.612298875909191,2.578721574745635,0,0
Indiana,14020,"Bloomington, IN",169230,2019.718537,7,12,8,4.136382438101991,3.4658294568101002,7.090941322460557,5.941421925960172,4.727294214973704,3.9609479506401146
Indiana,16980,"Chicago-Naperville-Elgin, IL-IN-WI",669866,3415.230804,27,53,12,4.030656877644185,7.9057614403035235,7.912030167227475,15.518716901336548,1.7914030567307493,3.5136717512460107
Indiana,17140,"Cincinnati, OH-KY-IN",49458,790.171242,1,2,1,2.0219175866391685,1.2655484619623756,4.043835173278337,2.531096923924751,2.0219175866391685,1.2655484619623756
Indiana,18020,"Columbus, IN",83779,1054.00962,2,4,0,2.387233077501522,1.8975158879479674,4.774466155003044,3.795031775895935,0,0
Indiana,18820,"Crawfordsville, IN",38338,1307.030254,2,4,0,5.216756220981794,1.5301864619271468,10.433512441963588,3.0603729238542936,0,0
Indiana,21140,"Elkhart-Goshen, IN",206341,1199.603973,4,5,0,1.9385386326517755,3.334433771502689,2.423173290814719,4.168042214378362,0,0
Indiana,21780,"Evansville, IN-KY",244449,1601.881318,8,18,0,3.2726662821283785,4.994127785938758,7.363499134788851,11.236787518362208,0,0
