STNAME,CBSAFP,CBSA,POPESTIMATE2019,area_km2,charging_locations,level2,dcfc,charging_locations_per_100kpeople,charging_locations_per_1000km2,level2_per_100kpeople,level2_per_1000km2,dcfc_per_100kpeople,dcfc_per_1000km2
Alabama,33660,"Mobile, AL",413210,3184.15835,24,45,8,5.808184700273469,7.537313588691341,10.890346313012753,14.132462978796264,1.936061566757823,2.5124378628971136
Alabama,33860,"Montgomery, AL",307695,3635.786644,13,35,1,4.224963031573473,3.5755673456398784,11.374900469620892,9.62652746903044,0.3249971562748826,0.27504364197229836
Alabama,45180,"Talladega-Sylacauga, AL",79978,1908.293036,1,1,0,1.2503438445572532,0.5240285329008558,1.2503438445572532,0.5240285329008558,0,0
Alabama,46220,"Tuscaloosa, AL",209355,3421.010003,8,15,0,3.8212605383200784,2.338490677602383,7.164863509350147,4.384670020504468,0,0
Alabama,NA,non-CBSA,1329911,85361.867269,5,4,10,0.3759650081847582,0.058574163850511264,0.30077200654780656,0.04685933108040901,0.7519300163695164,0.11714832770102253
Alaska,11260,"Anchorage, AK",288000,4420.591351,3,6,0,1.0416666666666667,0.6786422362522511,2.0833333333333335,1.3572844725045021,0,0
Alaska,27940,"Juneau, AK",31974,7003.264582,14,19,4,43.78557578032151,1.99906769708276,59.42328141615062,2.7130204460408893,12.510164508663289,0.571162199166503
Alaska,NA,non-CBSA,411571,1467503.194134,4,8,0,0.9718857742649506,0.002725718087694161,1.9437715485299012,0.005451436175388322,0,0
Arizona,22380,"Flagstaff, AZ",143476,48217.246133,33,98,39,23.00036242995344,0.6844024212617718,68.30410661016477,2.0324677964743523,27.182246508126795,0.8088392251275485
Arizona,29420,"Lake Havasu City-Kingman, AZ",212181,34529.358909,5,6,14,2.3564786667986297,0.14480431024442683,2.8277744001583556,0.1737651722933122,6.598140267036163,0.40545206868439515
Arizona,37740,"Payson, AZ",54018,12323.152721,3,4,12,5.553704320781962,0.2434441954847863,7.4049390943759485,0.3245922606463817,22.214817283127847,0.9737767819391452
Arizona,38060,"Phoenix-Mesa-Chandler, AZ",4948203,37727.61948,364,881,152,7.356205879184827,9.648104095010874,17.804443350444597,23.35159260358401,3.0718222352639937,4.028878633081463
Arizona,39150,"Prescott Valley-Prescott, AZ",235099,21038.727465,15,32,22,6.380290856192498,0.7129708783458497,13.611287159877326,1.5210045404711459,9.357759922415664,1.0456906215739128
Arizona,43320,"Show Low, AZ",110924,25770.517979,6,7,8,5.409108939454041,0.2328241909956683,6.310627096029714,0.2716282228282797,7.212145252605387,0.3104322546608911
Arizona,43420,"Sierra Vista-Douglas, AZ",125922,16083.174724,7,7,11,5.558996839313226,0.43523745281174503,5.558996839313226,0.43523745281174503,8.735566461777927,0.6839445687041706
Arizona,46060,"Tucson, AZ",1047279,23798.597214,50,106,33,4.774276959625849,2.100964168198389,10.121467154406801,4.454044036580584,3.151022793353061,1.3866363510109363
Arizona,49740,"Yuma, AZ",213787,14280.777606,4,1,20,1.8710211565717279,0.28009679237070534,0.46775528914293196,0.07002419809267633,9.35510578285864,1.4004839618535265
Arizona,NA,non-CBSA,187828,60591.110387,4,5,20,2.1296079391783973,0.0660162848056703,2.6620099239729966,0.082520356007087875,10.648039695891987,0.3300814240283515
Arkansas,20980,"El Dorado, AR",38682,2691.655893,1,1,0,2.5851817382762006,0.3715185149040149,2.5851817382762006,0.3715185149040149,0,0
Arkansas,22220,"Fayetteville-Springdale-Rogers, AR",518328,4635.7633989999995,27,49,13,5.2090568134463116,5.824283440743391,9.453473476254418,10.56999587394171,2.5080643916593357,2.804284619617189
Arkansas,22620,"Forrest City, AR",24994,1644.019105,1,0,4,4.000960230455309,0.6082654374019576,0,0,16.003840921821237,2.4330617496078304
Arkansas,22900,"Fort Smith, AR-OK",127827,1375.72061,1,1,0,0.7823073372605162,0.7268917778298022,0.7823073372605162,0.7268917778298022,0,0
Arkansas,26260,"Hope, AR",21532,1884.271055,1,0,4,4.644250417982538,0.530709208394649,0,0,18.57700167193015,2.122836833578596
Arkansas,26300,"Hot Springs, AR",99386,1755.025617,4,25,0,4.024711730022337,2.2791690111267475,25.154448312639605,14.244806319542173,0,0
Arkansas,27860,"Jonesboro, AR",133860,3796.056217,3,5,0,2.2411474675033616,0.7902938809401726,3.7352457791722693,1.317156468233621,0,0
Arkansas,30780,"Little Rock-North Little Rock-Conway, AR",640355,5516.586939,39,132,17,6.09037174692163,7.069588575553128,20.613565912657823,23.927838255718278,2.6547774281453256,3.0816155329334145
Arkansas,32820,"Memphis, TN-MS-AR",47955,1580.882918,3,4,0,6.255864873318736,1.8976737403142716,8.341153164424982,2.530231653752362,0,0
Arkansas,38220,"Pine Bluff, AR",66824,2253.42497,1,1,0,1.4964683347300372,0.44376893542632573,1.4964683347300372,0.44376893542632573,0,0
Arkansas,40780,"Russellville, AR",64072,2104.407172,2,5,0,3.1214883256336625,0.9503864207510883,7.803720814084156,2.375966051877721,0,0
Arkansas,NA,non-CBSA,1233989,105538.766185,8,25,4,0.6483039962268707,0.07580153046300274,2.0259499882089713,0.23687978269688353,0.32415199811343537,0.03790076523150137
California,12540,"Bakersfield, CA",900202,21062.540828,35,104,93,3.8880162452427345,1.6617178471398806,11.552962557292696,4.9376758886442165,10.331014594502124,4.415421708114541
